         8	    0.000013525
        16	    0.000004311
        32	    0.000006177
        64	    0.000001812
       128	    0.000002532
       256	    0.000003600
       512	    0.000003722
      1024	    0.000004675
      2048	    0.000003595
      4096	    0.000004234
      8192	    0.000013909
     16384	    0.000018249
     32768	    0.000024476
     65536	    0.000046470
    131072	    0.000039630
    262144	    0.000036120
    524288	    0.000104973
   1048576	    0.000212557
   2097152	    0.000414722
   4194304	    0.000563107
   8388608	    0.001162627
  16777216	    0.002206750
  33554432	    0.004415123
  67108864	    0.009537966
 134217728	    0.018297720
 268435456	    0.037507193
 536870912	    0.074491289
1073741824	    0.151105380
