         8	    0.000007656
        16	    0.000007188
        32	    0.000007505
        64	    0.000007043
       128	    0.000007424
       256	    0.000007410
       512	    0.000007346
      1024	    0.000007575
      2048	    0.000007894
      4096	    0.000007339
      8192	    0.000007761
     16384	    0.000008419
     32768	    0.000009544
     65536	    0.000011783
    131072	    0.000015738
    262144	    0.000024433
    524288	    0.000040658
   1048576	    0.000077403
   2097152	    0.000280557
   4194304	    0.000381155
   8388608	    0.000623324
  16777216	    0.001218531
  33554432	    0.003776593
  67108864	    0.008351145
 134217728	    0.018150277
 268435456	    0.024772272
 536870912	    0.049045842
1073741824	    0.101173851
